"SUID","canonicalName","Edge_conflicts","interaction","name","NeXO relation type","selected","shared interaction","shared name"
"19449","8028 (1) 7989","","1","8028 (1) 7989","additional_parent_of","false","1","8028 (1) 7989"
"16704","8994 (pp) S000000455","","pp","8994 (pp) S000000455","gene_association","false","pp","8994 (pp) S000000455"
"15384","5950 (pp) S000000703","","pp","5950 (pp) S000000703","gene_association","false","pp","5950 (pp) S000000703"
"41743","8514 (2) S000005384","","2","8514 (2) S000005384","additional_gene_association","false","2","8514 (2) S000005384"
"21787","9494 (4) S000000966","","4","9494 (4) S000000966","additional_gene_association","false","4","9494 (4) S000000966"
"37610","8591 (2) S000001535","","2","8591 (2) S000001535","additional_gene_association","false","2","8591 (2) S000001535"
"34599","8748 (2) S000000393","","2","8748 (2) S000000393","additional_gene_association","false","2","8748 (2) S000000393"
"22565","5510 (2) S000004798","","2","5510 (2) S000004798","additional_gene_association","false","2","5510 (2) S000004798"
"30269","9568 (2) S000004989","","2","9568 (2) S000004989","additional_gene_association","false","2","9568 (2) S000004989"
"33098","8892 (2) S000005207","","2","8892 (2) S000005207","additional_gene_association","false","2","8892 (2) S000005207"
"15879","5778 (pp) S000000753","","pp","5778 (pp) S000000753","gene_association","false","pp","5778 (pp) S000000753"
"13803","9281 (pp) 8848","","pp","9281 (pp) 8848","parent_of","false","pp","9281 (pp) 8848"
"38142","5663 (2) S000004552","","2","5663 (2) S000004552","additional_gene_association","false","2","5663 (2) S000004552"
"19923","6632 (2) S000000214","","2","6632 (2) S000000214","additional_gene_association","false","2","6632 (2) S000000214"
"26163","9535 (2) S000002773","","2","9535 (2) S000002773","additional_gene_association","false","2","9535 (2) S000002773"
"30996","9780 (2) S000002261","","2","9780 (2) S000002261","additional_gene_association","false","2","9780 (2) S000002261"
"41156","9748 (2) S000006375","","2","9748 (2) S000006375","additional_gene_association","false","2","9748 (2) S000006375"
"9517","9165 (pp) S000004798","","pp","9165 (pp) S000004798","gene_association","false","pp","9165 (pp) S000004798"
"17637","9610 (pp) 9474","","pp","9610 (pp) 9474","parent_of","false","pp","9610 (pp) 9474"
"32858","8719 (2) S000001924","","2","8719 (2) S000001924","additional_gene_association","false","2","8719 (2) S000001924"
"33882","9250 (2) S000003962","","2","9250 (2) S000003962","additional_gene_association","false","2","9250 (2) S000003962"
"10162","9776 (pp) S000001297","","pp","9776 (pp) S000001297","gene_association","false","pp","9776 (pp) S000001297"
"36649","6540 (2) S000001600","","2","6540 (2) S000001600","additional_gene_association","false","2","6540 (2) S000001600"
"15591","8813 (pp) S000006305","","pp","8813 (pp) S000006305","gene_association","false","pp","8813 (pp) S000006305"
"11820","6452 (pp) 5069","","pp","6452 (pp) 5069","parent_of","false","pp","6452 (pp) 5069"
"13000","6112 (pp) 5903","","pp","6112 (pp) 5903","parent_of","false","pp","6112 (pp) 5903"
"13173","6578 (pp) 5824","perfect","pp","6578 (pp) 5824","parent_of","false","pp","6578 (pp) 5824"
"37291","6939 (2) S000000058","","2","6939 (2) S000000058","additional_gene_association","false","2","6939 (2) S000000058"
"10449","8107 (pp) 7616","","pp","8107 (pp) 7616","parent_of","false","pp","8107 (pp) 7616"
"40315","9668 (2) S000001946","","2","9668 (2) S000001946","additional_gene_association","false","2","9668 (2) S000001946"
"32960","9524 (2) S000006044","","2","9524 (2) S000006044","additional_gene_association","false","2","9524 (2) S000006044"
"34892","9011 (2) S000005199","","2","9011 (2) S000005199","additional_gene_association","false","2","9011 (2) S000005199"
"43816","8048 (2) S000001119","","2","8048 (2) S000001119","additional_gene_association","false","2","8048 (2) S000001119"
"11685","7324 (pp) S000003309","","pp","7324 (pp) S000003309","gene_association","false","pp","7324 (pp) S000003309"
"16743","8069 (pp) S000002871","","pp","8069 (pp) S000002871","gene_association","false","pp","8069 (pp) S000002871"
"20285","6839 (2) S000003783","","2","6839 (2) S000003783","additional_gene_association","false","2","6839 (2) S000003783"
"41984","9046 (4) S000001338","","4","9046 (4) S000001338","additional_gene_association","false","4","9046 (4) S000001338"
"30045","9003 (2) S000007253","","2","9003 (2) S000007253","additional_gene_association","false","2","9003 (2) S000007253"
"36816","9213 (2) S000003962","","2","9213 (2) S000003962","additional_gene_association","false","2","9213 (2) S000003962"
"17610","9052 (pp) S000005624","","pp","9052 (pp) S000005624","gene_association","false","pp","9052 (pp) S000005624"
"10048","6189 (pp) S000004205","","pp","6189 (pp) S000004205","gene_association","false","pp","6189 (pp) S000004205"
"14332","7794 (pp) 7394","","pp","7794 (pp) 7394","parent_of","false","pp","7794 (pp) 7394"
"21590","7821 (2) S000005233","","2","7821 (2) S000005233","additional_gene_association","false","2","7821 (2) S000005233"
"37361","9483 (4) S000005819","","4","9483 (4) S000005819","additional_gene_association","false","4","9483 (4) S000005819"
"14296","9830 (pp) S000004975","","pp","9830 (pp) S000004975","gene_association","false","pp","9830 (pp) S000004975"
"40122","8898 (2) S000001855","","2","8898 (2) S000001855","additional_gene_association","false","2","8898 (2) S000001855"
"32345","9540 (4) S000006187","","4","9540 (4) S000006187","additional_gene_association","false","4","9540 (4) S000006187"
"33798","6303 (2) S000000639","","2","6303 (2) S000000639","additional_gene_association","false","2","6303 (2) S000000639"
"14665","7340 (pp) S000004959","","pp","7340 (pp) S000004959","gene_association","false","pp","7340 (pp) S000004959"
"32215","9165 (2) S000005583","","2","9165 (2) S000005583","additional_gene_association","false","2","9165 (2) S000005583"
"23981","8822 (2) S000004498","","2","8822 (2) S000004498","additional_gene_association","false","2","8822 (2) S000004498"
"14176","8474 (pp) S000002435","","pp","8474 (pp) S000002435","gene_association","false","pp","8474 (pp) S000002435"
"17489","6953 (pp) S000004911","","pp","6953 (pp) S000004911","gene_association","false","pp","6953 (pp) S000004911"
"36342","8242 (2) S000006308","","2","8242 (2) S000006308","additional_gene_association","false","2","8242 (2) S000006308"
"32564","8182 (2) S000002444","","2","8182 (2) S000002444","additional_gene_association","false","2","8182 (2) S000002444"
"37092","9126 (2) S000000967","","2","9126 (2) S000000967","additional_gene_association","false","2","9126 (2) S000000967"
"16439","5819 (pp) 5517","","pp","5819 (pp) 5517","parent_of","false","pp","5819 (pp) 5517"
"39242","5244 (4) S000005244","","4","5244 (4) S000005244","additional_gene_association","false","4","5244 (4) S000005244"
"22324","7547 (2) S000006047","","2","7547 (2) S000006047","additional_gene_association","false","2","7547 (2) S000006047"
"37904","8064 (2) S000003605","","2","8064 (2) S000003605","additional_gene_association","false","2","8064 (2) S000003605"
"33133","9076 (2) S000000227","","2","9076 (2) S000000227","additional_gene_association","false","2","9076 (2) S000000227"
"31600","8688 (4) S000004182","","4","8688 (4) S000004182","additional_gene_association","false","4","8688 (4) S000004182"
"42029","9046 (2) S000002988","","2","9046 (2) S000002988","additional_gene_association","false","2","9046 (2) S000002988"
"20560","8661 (4) S000004607","","4","8661 (4) S000004607","additional_gene_association","false","4","8661 (4) S000004607"
"25693","5973 (2) S000003322","","2","5973 (2) S000003322","additional_gene_association","false","2","5973 (2) S000003322"
"17916","7645 (pp) 5898","perfect","pp","7645 (pp) 5898","parent_of","false","pp","7645 (pp) 5898"
"13172","6578 (pp) 6433","","pp","6578 (pp) 6433","parent_of","false","pp","6578 (pp) 6433"
"35694","9587 (4) S000001280","","4","9587 (4) S000001280","additional_gene_association","false","4","9587 (4) S000001280"
"40251","5327 (2) S000000685","","2","5327 (2) S000000685","additional_gene_association","false","2","5327 (2) S000000685"
"41047","9550 (4) S000006138","","4","9550 (4) S000006138","additional_gene_association","false","4","9550 (4) S000006138"
"12290","7355 (pp) S000003864","","pp","7355 (pp) S000003864","gene_association","false","pp","7355 (pp) S000003864"
"36363","7353 (2) S000005609","","2","7353 (2) S000005609","additional_gene_association","false","2","7353 (2) S000005609"
"10479","5074 (pp) S000001105","","pp","5074 (pp) S000001105","gene_association","false","pp","5074 (pp) S000001105"
"35510","6309 (2) S000000364","","2","6309 (2) S000000364","additional_gene_association","false","2","6309 (2) S000000364"
"26714","8535 (2) S000001377","","2","8535 (2) S000001377","additional_gene_association","false","2","8535 (2) S000001377"
"14828","7015 (pp) S000003808","","pp","7015 (pp) S000003808","gene_association","false","pp","7015 (pp) S000003808"
"42715","8573 (2) S000007265","","2","8573 (2) S000007265","additional_gene_association","false","2","8573 (2) S000007265"
"40713","9235 (4) S000004751","","4","9235 (4) S000004751","additional_gene_association","false","4","9235 (4) S000004751"
"29948","5775 (2) S000000922","","2","5775 (2) S000000922","additional_gene_association","false","2","5775 (2) S000000922"
"29085","9920 (2) S000000927","","2","9920 (2) S000000927","additional_gene_association","false","2","9920 (2) S000000927"
"34021","8779 (2) S000002946","","2","8779 (2) S000002946","additional_gene_association","false","2","8779 (2) S000002946"
"38950","8503 (2) S000000272","","2","8503 (2) S000000272","additional_gene_association","false","2","8503 (2) S000000272"
"14095","8128 (pp) 7343","perfect","pp","8128 (pp) 7343","parent_of","false","pp","8128 (pp) 7343"
"13481","8486 (pp) S000005020","","pp","8486 (pp) S000005020","gene_association","false","pp","8486 (pp) S000005020"
"29100","9920 (2) S000006314","","2","9920 (2) S000006314","additional_gene_association","false","2","9920 (2) S000006314"
"32660","8063 (2) S000004460","","2","8063 (2) S000004460","additional_gene_association","false","2","8063 (2) S000004460"
"40963","8102 (2) S000001664","","2","8102 (2) S000001664","additional_gene_association","false","2","8102 (2) S000001664"
"21930","8676 (2) S000000950","","2","8676 (2) S000000950","additional_gene_association","false","2","8676 (2) S000000950"
"26688","8534 (2) S000006125","","2","8534 (2) S000006125","additional_gene_association","false","2","8534 (2) S000006125"
"35790","8104 (4) S000003882","","4","8104 (4) S000003882","additional_gene_association","false","4","8104 (4) S000003882"
"12397","9018 (pp) 8226","","pp","9018 (pp) 8226","parent_of","false","pp","9018 (pp) 8226"
"31262","9564 (4) S000001239","","4","9564 (4) S000001239","additional_gene_association","false","4","9564 (4) S000001239"
"21403","8957 (2) S000005967","","2","8957 (2) S000005967","additional_gene_association","false","2","8957 (2) S000005967"
"29930","7749 (2) S000002565","","2","7749 (2) S000002565","additional_gene_association","false","2","7749 (2) S000002565"
"32844","7774 (2) S000003634","","2","7774 (2) S000003634","additional_gene_association","false","2","7774 (2) S000003634"
"19836","8777 (2) S000002855","","2","8777 (2) S000002855","additional_gene_association","false","2","8777 (2) S000002855"
"26319","9533 (4) S000002240","","4","9533 (4) S000002240","additional_gene_association","false","4","9533 (4) S000002240"
"34365","6818 (2) S000004249","","2","6818 (2) S000004249","additional_gene_association","false","2","6818 (2) S000004249"
"25396","9651 (2) S000003801","","2","9651 (2) S000003801","additional_gene_association","false","2","9651 (2) S000003801"
"15467","8573 (pp) S000004193","","pp","8573 (pp) S000004193","gene_association","false","pp","8573 (pp) S000004193"
"34744","7685 (2) S000000356","","2","7685 (2) S000000356","additional_gene_association","false","2","7685 (2) S000000356"
"34509","9486 (4) S000002241","","4","9486 (4) S000002241","additional_gene_association","false","4","9486 (4) S000002241"
"13041","8893 (pp) S000004685","","pp","8893 (pp) S000004685","gene_association","false","pp","8893 (pp) S000004685"
"36370","8488 (2) S000003384","","2","8488 (2) S000003384","additional_gene_association","false","2","8488 (2) S000003384"
"33761","5317 (2) S000004021","","2","5317 (2) S000004021","additional_gene_association","false","2","5317 (2) S000004021"
"42005","9046 (2) S000004536","","2","9046 (2) S000004536","additional_gene_association","false","2","9046 (2) S000004536"
"12247","8119 (pp) S000000626","","pp","8119 (pp) S000000626","gene_association","false","pp","8119 (pp) S000000626"
"15813","9389 (pp) S000005487","","pp","9389 (pp) S000005487","gene_association","false","pp","9389 (pp) S000005487"
"16683","5062 (pp) S000003560","","pp","5062 (pp) S000003560","gene_association","false","pp","5062 (pp) S000003560"
"43644","9168 (2) S000004257","","2","9168 (2) S000004257","additional_gene_association","false","2","9168 (2) S000004257"
"33668","9505 (4) S000002288","","4","9505 (4) S000002288","additional_gene_association","false","4","9505 (4) S000002288"
"15664","9861 (pp) 9720","perfect","pp","9861 (pp) 9720","parent_of","false","pp","9861 (pp) 9720"
"9841","9393 (pp) 9051","","pp","9393 (pp) 9051","parent_of","false","pp","9393 (pp) 9051"
"18799","6443 (1) 7542","","1","6443 (1) 7542","additional_parent_of","false","1","6443 (1) 7542"
"16659","9430 (pp) S000003065","","pp","9430 (pp) S000003065","gene_association","false","pp","9430 (pp) S000003065"
"40891","8765 (2) S000001686","","2","8765 (2) S000001686","additional_gene_association","false","2","8765 (2) S000001686"
"24332","9607 (2) S000001948","","2","9607 (2) S000001948","additional_gene_association","false","2","9607 (2) S000001948"
